Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
23,B006WZJ2TK,A1566XYZ,teatime_tina,3,4,5,1305763200,Highly recommend,Amazing quality for the price. Ships fast and well-packaged. Super fast delivery too.
24,B00813GRG4,A1581XYZ,foodnerd,7,7,4,1305849600,Solid choice,Great taste and quality. Good but not perfect. Would buy again.
25,B001EQ54ZS,A1586XYZ,sweettoothsally,2,6,5,1305936000,Best ever!,Absolutely love this product! The flavor is incredible. Will definitely buy again.
26,B00171APVA,A1602XYZ,organicmom,18,21,5,1306022400,Amazing product,Best grocery I've ever tried. Worth every penny. Five stars all the way!
27,B007VTCCL2,A1618XYZ,amazon_shopper,13,15,4,1306108800,Pretty good,Really good product. Packaging could be improved. Only minor complaint is the packaging.
28,B006WZJ2TK,A1646XYZ,foodcritic_jay,10,10,4,1306195200,Almost perfect,Really good product. The flavor is quite good. Only minor complaint is the packaging.
29,B006K2ZZ7K,A1662XYZ,nutritionnerve,8,11,3,1306281600,Average,"Not bad, not great. Packaging was plain. Met basic expectations."
30,B002GTTXGE,A1678XYZ,nutritionnerve,20,24,5,1306368000,Love it!,Absolutely love this product! Worth every penny. Will definitely buy again.
31,B00813GRG4,A1679XYZ,sweettoothsally,15,16,5,1306454400,Highly recommend,Perfect! Great for the whole family. My whole family loves it. Won't buy anything else.
32,B001FA1NOU,A1705XYZ,crunchmaster,14,16,1,1306540800,Do not buy,Disgusting quality. Tasted stale. Returned immediately.
33,B001EQ54ZS,A1733XYZ,snackattack42,9,10,5,1306627200,Excellent!,Best grocery I've ever tried. Ships fast and well-packaged. Five stars all the way!
34,B00CFM0P7W,A1737XYZ,foodcritic_jay,18,21,5,1306713600,Love it!,Absolutely love this product! Perfectly fresh. Will definitely buy again.
35,B001FA1NOU,A1770XYZ,coffeejunkie,5,5,5,1306800000,Love it!,Amazing quality for the price. The flavor is incredible. Super fast delivery too.
36,B00813GRG4,A1809XYZ,sweettoothsally,7,11,5,1306886400,Amazing product,Absolutely love this product! Ships fast and well-packaged. Will definitely buy again.
37,B001E4KFG0,A1848XYZ,amazon_shopper,10,12,5,1306972800,Amazing product,Amazing quality for the price. Worth every penny. Super fast delivery too.
38,B0019CW0HE,A1862XYZ,sweettoothsally,20,22,5,1307059200,Excellent!,Perfect! Perfectly fresh. My whole family loves it. Won't buy anything else.
39,B0026KXU2Q,A1892XYZ,healthyeats2020,18,18,5,1307145600,Amazing product,Perfect! The flavor is incredible. My whole family loves it. Won't buy anything else.
40,B001GVISJM,A1897XYZ,fitnessfreak,7,9,3,1307232000,It's okay,Average quality. Packaging was plain. There are better options out there.
41,B000LQOCH0,A1916XYZ,snackattack42,0,5,4,1307318400,Solid choice,Solid product overall. Freshness was good. Just a bit pricey.
42,B00171APVA,A1952XYZ,gourmet_granny,3,8,5,1307404800,Love it!,Exceeded my expectations. Great for the whole family. Highly recommend to everyone.
43,B000LQOCH0,A1988XYZ,wholesome_will,20,22,3,1307491200,Average,Average quality. Packaging was plain. There are better options out there.
44,B003B3OOPA,A2021XYZ,foodcritic_jay,1,1,3,1307577600,Not bad,"Not bad, not great. Flavor is average. Met basic expectations."
45,B007VTCCL2,A2043XYZ,fitnessfreak,13,17,2,1307664000,Expected more,Mediocre at best. Arrived slightly damaged. Save your money.
46,B00813GRG4,A2044XYZ,petparentmike,18,22,1,1307750400,Do not buy,Terrible product. Total rip-off. Complete waste of money.
47,B006WZJ2TK,A2054XYZ,pantrypal,6,11,2,1307836800,Below average,Disappointed with this purchase. Took too long to ship. Not what I expected.
48,B0019CW0HE,A2070XYZ,snackattack42,7,8,2,1307923200,Not great,Poor quality for the price. Not fresh at all. Expected much better.
49,B001FA1NOU,A2082XYZ,coffeejunkie,8,9,4,1308009600,Really liked it,Good value for money. Freshness was good. Will probably reorder.
50,B00813GRG4,A2127XYZ,foodcritic_jay,14,16,4,1308096000,Really liked it,Great taste and quality. Ships quickly. Would buy again.
51,B002GTTXGE,A2147XYZ,sweettoothsally,12,14,5,1308182400,Excellent!,Absolutely love this product! Great for the whole family. Will definitely buy again.
52,B002GTTXGE,A2165XYZ,fitnessfreak,17,19,1,1308268800,Awful,Absolutely awful. Took weeks to arrive. Nothing like the description.
53,B00813GRG4,A2167XYZ,fitnessfreak,1,1,5,1308355200,Best ever!,Amazing quality for the price. Great for the whole family. Super fast delivery too.
54,B006WZJ2TK,A2206XYZ,baking_betty,3,6,4,1308441600,Solid choice,Solid product overall. Ships quickly. Just a bit pricey.
55,B006K2ZZ7K,A2243XYZ,amazon_shopper,6,8,3,1308528000,So-so,Middle of the road. Flavor is average. Works fine but nothing exciting.
56,B00813GRG4,A2271XYZ,baking_betty,9,13,5,1308614400,Love it!,Exceeded my expectations. Worth every penny. Highly recommend to everyone.
57,B0019CW0HE,A2291XYZ,crunchmaster,6,9,4,1308700800,Really liked it,Solid product overall. Freshness was good. Just a bit pricey.
58,B006WZJ2TK,A2334XYZ,coffeejunkie,12,16,5,1308787200,Best ever!,Amazing quality for the price. Worth every penny. Super fast delivery too.
59,B00171APVA,A2335XYZ,amazon_shopper,14,17,3,1308873600,Not bad,Middle of the road. Okay for the price. Works fine but nothing exciting.
60,B0019CW0HE,A2364XYZ,tastyreviewer,16,21,3,1308960000,Not bad,Decent product but nothing special. Packaging was plain. Expected a bit more.
61,B00CFM0P7W,A2405XYZ,sweettoothsally,4,4,4,1309046400,Really liked it,Great taste and quality. Freshness was good. Would buy again.
62,B006K2ZZ7K,A2408XYZ,wholesome_will,20,24,5,1309132800,Highly recommend,Perfect! The flavor is incredible. My whole family loves it. Won't buy anything else.
63,B001EQ54ZS,A2421XYZ,tastyreviewer,20,25,5,1309219200,Excellent!,Best grocery I've ever tried. Ships fast and well-packaged. Five stars all the way!
64,B001FA1NOU,A2422XYZ,gourmet_granny,16,19,5,1309305600,Excellent!,Best grocery I've ever tried. Ships fast and well-packaged. Five stars all the way!
65,B001GVISJM,A2426XYZ,gourmet_granny,16,20,3,1309392000,Decent enough,It's okay. Nothing special about it. Probably won't repurchase.
66,B0026KXU2Q,A2465XYZ,nutritionnerve,17,20,5,1309478400,Highly recommend,Amazing quality for the price. Worth every penny. Super fast delivery too.
67,B001EQ54ZS,A2476XYZ,nutritionnerve,16,19,5,1309564800,Best ever!,Best grocery I've ever tried. Perfectly fresh. Five stars all the way!
68,B006K2ZZ7K,A2517XYZ,healthyeats2020,10,12,3,1309651200,Not bad,It's okay. It arrived on time. Probably won't repurchase.
69,B00813GRG4,A2552XYZ,sweettoothsally,2,5,2,1309737600,Not great,Below average quality. Not fresh at all. Won't be buying again.
70,B0026KXU2Q,A2579XYZ,amazon_shopper,12,16,4,1309824000,Almost perfect,Great taste and quality. The flavor is quite good. Would buy again.
71,B001E4KFG0,A2624XYZ,foodnerd,11,13,5,1309910400,Love it!,Perfect! Ships fast and well-packaged. My whole family loves it. Won't buy anything else.
72,B006WZJ2TK,A2673XYZ,amazon_shopper,7,10,5,1309996800,Amazing product,Amazing quality for the price. Worth every penny. Super fast delivery too.
73,B00171APVA,A2688XYZ,snacklover99,5,8,4,1310083200,Almost perfect,Very happy with this purchase. Ships quickly. Almost perfect.
74,B00CFM0P7W,A2697XYZ,crunchmaster,2,7,4,1310169600,Pretty good,Solid product overall. Good but not perfect. Just a bit pricey.
75,B000LQOCH0,A2725XYZ,coffeejunkie,10,11,5,1310256000,Highly recommend,Exceeded my expectations. The flavor is incredible. Highly recommend to everyone.
76,B0026KXU2Q,A2755XYZ,crunchmaster,2,5,4,1310342400,Good buy,Good value for money. Freshness was good. Will probably reorder.
77,B001EQ54ZS,A2757XYZ,teatime_tina,0,1,4,1310428800,Pretty good,Really good product. Packaging could be improved. Only minor complaint is the packaging.
78,B002GTTXGE,A2770XYZ,petparentmike,3,7,1,1310515200,Awful,Do not buy! Packaging was destroyed. Arrived damaged and tasted awful.
79,B003B3OOPA,A2784XYZ,teatime_tina,3,4,5,1310601600,Amazing product,Amazing quality for the price. Great for the whole family. Super fast delivery too.
80,B00813GRG4,A2804XYZ,pantrypal,6,6,4,1310688000,Almost perfect,Good value for money. Good but not perfect. Will probably reorder.
81,B001EQ54ZS,A2842XYZ,sweettoothsally,3,7,5,1310774400,Amazing product,Exceeded my expectations. The flavor is incredible. Highly recommend to everyone.
82,B0026KXU2Q,A2845XYZ,teatime_tina,0,3,4,1310860800,Good buy,Solid product overall. The flavor is quite good. Just a bit pricey.
83,B00813GRG4,A2877XYZ,teatime_tina,5,10,4,1310947200,Almost perfect,Great taste and quality. Ships quickly. Would buy again.
84,B0019CW0HE,A2911XYZ,snackattack42,18,20,3,1311033600,Decent enough,"Not bad, not great. Nothing special about it. Met basic expectations."
85,B002GTTXGE,A2932XYZ,healthyeats2020,14,18,3,1311120000,Average,"Not bad, not great. It arrived on time. Met basic expectations."
86,B0019CW0HE,A2972XYZ,snacklover99,15,16,4,1311206400,Really liked it,Very happy with this purchase. Ships quickly. Almost perfect.
87,B007VTCCL2,A2995XYZ,fitnessfreak,0,4,3,1311292800,So-so,Average quality. Okay for the price. There are better options out there.
88,B00813GRG4,A3008XYZ,amazon_shopper,15,20,3,1311379200,Average,Middle of the road. Nothing special about it. Works fine but nothing exciting.
89,B003B3OOPA,A3054XYZ,snacklover99,12,17,4,1311465600,Really liked it,Very happy with this purchase. The flavor is quite good. Almost perfect.
90,B00171APVA,A3070XYZ,teatime_tina,11,14,5,1311552000,Amazing product,Amazing quality for the price. Ships fast and well-packaged. Super fast delivery too.
91,B001GVISJM,A3118XYZ,nutritionnerve,7,7,4,1311638400,Good buy,Very happy with this purchase. Freshness was good. Almost perfect.
92,B006K2ZZ7K,A3165XYZ,snackattack42,15,17,3,1311724800,Average,It's okay. Packaging was plain. Probably won't repurchase.
93,B00CFM0P7W,A3212XYZ,kitchenqueen,6,8,5,1311811200,Love it!,Exceeded my expectations. Worth every penny. Highly recommend to everyone.
94,B0026KXU2Q,A3227XYZ,snacklover99,1,1,2,1311897600,Below average,Below average quality. Overpriced for what it is. Won't be buying again.
95,B00171APVA,A3263XYZ,petparentmike,18,20,5,1311984000,Love it!,Absolutely love this product! Ships fast and well-packaged. Will definitely buy again.
96,B003B3OOPA,A3294XYZ,coffeejunkie,3,3,4,1312070400,Almost perfect,Very happy with this purchase. The flavor is quite good. Almost perfect.
97,B003B3OOPA,A3320XYZ,foodcritic_jay,9,9,1,1312156800,Very disappointed,Do not buy! Packaging was destroyed. Arrived damaged and tasted awful.
98,B00813GRG4,A3336XYZ,amazon_shopper,7,11,4,1312243200,Solid choice,Solid product overall. Good but not perfect. Just a bit pricey.
99,B003B3OOPA,A3361XYZ,pantrypal,18,22,5,1312329600,Best ever!,Perfect! Worth every penny. My whole family loves it. Won't buy anything else.
100,B00CFM0P7W,A3365XYZ,gourmet_granny,2,3,5,1312416000,Best ever!,Best grocery I've ever tried. Great for the whole family. Five stars all the way!
101,B000LQOCH0,A3381XYZ,coffeejunkie,19,22,4,1312502400,Almost perfect,Good value for money. The flavor is quite good. Will probably reorder.
102,B001E4KFG0,A3400XYZ,pantrypal,8,13,3,1312588800,Average,Decent product but nothing special. Nothing special about it. Expected a bit more.
103,B0019CW0HE,A3438XYZ,organicmom,7,12,5,1312675200,Amazing product,Absolutely love this product! Ships fast and well-packaged. Will definitely buy again.
104,B001FA1NOU,A3448XYZ,petparentmike,9,13,3,1312761600,Average,Decent product but nothing special. Flavor is average. Expected a bit more.
105,B002GTTXGE,A3496XYZ,pantrypal,9,14,4,1312848000,Almost perfect,Really good product. Ships quickly. Only minor complaint is the packaging.
106,B00171APVA,A3522XYZ,tastyreviewer,1,4,4,1312934400,Solid choice,Really good product. Ships quickly. Only minor complaint is the packaging.
107,B0026KXU2Q,A3570XYZ,snacklover99,18,18,5,1313020800,Amazing product,Best grocery I've ever tried. The flavor is incredible. Five stars all the way!
108,B0019CW0HE,A3619XYZ,foodnerd,16,21,5,1313107200,Highly recommend,Best grocery I've ever tried. The flavor is incredible. Five stars all the way!
109,B001FA1NOU,A3648XYZ,foodnerd,15,17,3,1313193600,It's okay,"Not bad, not great. Nothing special about it. Met basic expectations."
110,B0026KXU2Q,A3675XYZ,gourmet_granny,15,17,3,1313280000,Decent enough,Average quality. Packaging was plain. There are better options out there.
111,B006WZJ2TK,A3718XYZ,snackattack42,10,12,5,1313366400,Love it!,Perfect! The flavor is incredible. My whole family loves it. Won't buy anything else.
112,B00813GRG4,A3739XYZ,crunchmaster,14,17,5,1313452800,Amazing product,Absolutely love this product! Worth every penny. Will definitely buy again.
113,B006K2ZZ7K,A3743XYZ,wholesome_will,6,8,4,1313539200,Pretty good,Good value for money. Ships quickly. Will probably reorder.
114,B000LQOCH0,A3779XYZ,nutritionnerve,20,24,5,1313625600,Love it!,Absolutely love this product! Ships fast and well-packaged. Will definitely buy again.
115,B001EQ54ZS,A3795XYZ,snackattack42,2,3,2,1313712000,Probably won't reorder,Poor quality for the price. Flavor left a lot to be desired. Expected much better.
116,B003B3OOPA,A3803XYZ,petparentmike,8,11,5,1313798400,Amazing product,Exceeded my expectations. Ships fast and well-packaged. Highly recommend to everyone.
117,B003B3OOPA,A3834XYZ,snackattack42,19,23,3,1313884800,Average,"Not bad, not great. Packaging was plain. Met basic expectations."
118,B001FA1NOU,A3882XYZ,healthyeats2020,16,18,2,1313971200,Below average,Mediocre at best. Took too long to ship. Save your money.
119,B00171APVA,A3883XYZ,foodnerd,14,18,5,1314057600,Excellent!,Perfect! Worth every penny. My whole family loves it. Won't buy anything else.
120,B0026KXU2Q,A3914XYZ,snackattack42,6,11,4,1314144000,Good buy,Good value for money. Ships quickly. Will probably reorder.
121,B00CFM0P7W,A3930XYZ,amazon_shopper,12,15,4,1314230400,Almost perfect,Very happy with this purchase. The flavor is quite good. Almost perfect.
122,B007VTCCL2,A3973XYZ,petparentmike,16,20,5,1314316800,Excellent!,Absolutely love this product! Ships fast and well-packaged. Will definitely buy again.
123,B002GTTXGE,A3995XYZ,nutritionnerve,0,5,2,1314403200,Probably won't reorder,Poor quality for the price. Flavor left a lot to be desired. Expected much better.
124,B006WZJ2TK,A4005XYZ,petparentmike,10,14,5,1314489600,Best ever!,Perfect! The flavor is incredible. My whole family loves it. Won't buy anything else.
125,B006WZJ2TK,A4050XYZ,baking_betty,20,25,5,1314576000,Best ever!,Perfect! Worth every penny. My whole family loves it. Won't buy anything else.
126,B003B3OOPA,A4099XYZ,foodcritic_jay,20,25,5,1314662400,Excellent!,Absolutely love this product! Worth every penny. Will definitely buy again.
127,B006K2ZZ7K,A4118XYZ,amazon_shopper,5,10,5,1314748800,Highly recommend,Absolutely love this product! The flavor is incredible. Will definitely buy again.
128,B001FA1NOU,A4138XYZ,baking_betty,11,14,1,1314835200,Do not buy,Worst purchase I've made on Amazon. Tasted stale. Zero stars if possible.
129,B006K2ZZ7K,A4148XYZ,foodnerd,2,6,4,1314921600,Really liked it,Great taste and quality. Packaging could be improved. Would buy again.
130,B00CFM0P7W,A4173XYZ,tastyreviewer,14,19,5,1315008000,Excellent!,Best grocery I've ever tried. Worth every penny. Five stars all the way!
131,B003B3OOPA,A4190XYZ,snacklover99,5,5,3,1315094400,So-so,Average quality. Nothing special about it. There are better options out there.
132,B0026KXU2Q,A4219XYZ,pantrypal,9,10,5,1315180800,Highly recommend,Exceeded my expectations. Ships fast and well-packaged. Highly recommend to everyone.
133,B002GTTXGE,A4244XYZ,sweettoothsally,18,20,4,1315267200,Good buy,Solid product overall. Ships quickly. Just a bit pricey.
134,B00171APVA,A4289XYZ,crunchmaster,1,5,1,1315353600,Very disappointed,Terrible product. Took weeks to arrive. Complete waste of money.
135,B003B3OOPA,A4337XYZ,pantrypal,7,12,5,1315440000,Best ever!,Amazing quality for the price. Great for the whole family. Super fast delivery too.
136,B00CFM0P7W,A4350XYZ,petparentmike,14,14,3,1315526400,Not bad,Decent product but nothing special. Flavor is average. Expected a bit more.
137,B0026KXU2Q,A4388XYZ,healthyeats2020,5,6,5,1315612800,Highly recommend,Exceeded my expectations. Perfectly fresh. Highly recommend to everyone.
138,B007VTCCL2,A4397XYZ,teatime_tina,5,7,4,1315699200,Good buy,Solid product overall. Good but not perfect. Just a bit pricey.
139,B007VTCCL2,A4428XYZ,baking_betty,4,5,3,1315785600,It's okay,"Not bad, not great. Flavor is average. Met basic expectations."
140,B001EQ54ZS,A4472XYZ,crunchmaster,12,12,5,1315872000,Love it!,Exceeded my expectations. Worth every penny. Highly recommend to everyone.
141,B001GVISJM,A4489XYZ,teatime_tina,20,22,2,1315958400,Probably won't reorder,Poor quality for the price. Took too long to ship. Expected much better.
142,B0019CW0HE,A4496XYZ,snacklover99,19,20,3,1316044800,Not bad,Middle of the road. Okay for the price. Works fine but nothing exciting.
143,B00813GRG4,A4538XYZ,nutritionnerve,4,4,5,1316131200,Love it!,Perfect! Perfectly fresh. My whole family loves it. Won't buy anything else.
144,B00171APVA,A4541XYZ,gourmet_granny,4,7,5,1316217600,Amazing product,Best grocery I've ever tried. The flavor is incredible. Five stars all the way!
145,B0026KXU2Q,A4571XYZ,snackattack42,13,18,5,1316304000,Excellent!,Amazing quality for the price. Ships fast and well-packaged. Super fast delivery too.
146,B002GTTXGE,A4578XYZ,amazon_shopper,6,9,4,1316390400,Good buy,Really good product. Freshness was good. Only minor complaint is the packaging.
147,B006K2ZZ7K,A4607XYZ,gourmet_granny,1,4,5,1316476800,Best ever!,Amazing quality for the price. Perfectly fresh. Super fast delivery too.
148,B006K2ZZ7K,A4625XYZ,nutritionnerve,0,0,5,1316563200,Amazing product,Best grocery I've ever tried. The flavor is incredible. Five stars all the way!
149,B006K2ZZ7K,A4647XYZ,foodnerd,6,10,5,1316649600,Amazing product,Absolutely love this product! Great for the whole family. Will definitely buy again.
150,B002GTTXGE,A4661XYZ,baking_betty,8,9,5,1316736000,Love it!,Amazing quality for the price. Great for the whole family. Super fast delivery too.
151,B001GVISJM,A4670XYZ,coffeejunkie,0,2,3,1316822400,Average,Decent product but nothing special. Flavor is average. Expected a bit more.
152,B00CFM0P7W,A4686XYZ,coffeejunkie,13,17,3,1316908800,Average,Decent product but nothing special. It arrived on time. Expected a bit more.
153,B001EQ54ZS,A4694XYZ,nutritionnerve,3,6,1,1316995200,Very disappointed,Absolutely awful. Took weeks to arrive. Nothing like the description.
154,B006K2ZZ7K,A4727XYZ,foodcritic_jay,20,20,5,1317081600,Highly recommend,Exceeded my expectations. Worth every penny. Highly recommend to everyone.
155,B003B3OOPA,A4731XYZ,amazon_shopper,2,2,5,1317168000,Highly recommend,Perfect! The flavor is incredible. My whole family loves it. Won't buy anything else.
156,B00CFM0P7W,A4752XYZ,petparentmike,17,22,2,1317254400,Expected more,Poor quality for the price. Took too long to ship. Expected much better.
157,B006WZJ2TK,A4773XYZ,kitchenqueen,19,22,5,1317340800,Amazing product,Perfect! Perfectly fresh. My whole family loves it. Won't buy anything else.
158,B007VTCCL2,A4780XYZ,snackattack42,7,10,5,1317427200,Highly recommend,Perfect! Great for the whole family. My whole family loves it. Won't buy anything else.
159,B002GTTXGE,A4802XYZ,amazon_shopper,10,15,4,1317513600,Almost perfect,Very happy with this purchase. The flavor is quite good. Almost perfect.
160,B0026KXU2Q,A4819XYZ,tastyreviewer,2,5,5,1317600000,Love it!,Absolutely love this product! The flavor is incredible. Will definitely buy again.
161,B001EQ54ZS,A4826XYZ,petparentmike,17,21,5,1317686400,Amazing product,Absolutely love this product! Worth every penny. Will definitely buy again.
162,B0019CW0HE,A4848XYZ,teatime_tina,19,21,2,1317772800,Below average,Disappointed with this purchase. Not fresh at all. Not what I expected.
163,B00813GRG4,A4871XYZ,organicmom,3,5,4,1317859200,Really liked it,Good value for money. Packaging could be improved. Will probably reorder.
164,B0026KXU2Q,A4907XYZ,fitnessfreak,17,21,2,1317945600,Probably won't reorder,Below average quality. Overpriced for what it is. Won't be buying again.
165,B0019CW0HE,A4947XYZ,snacklover99,5,7,5,1318032000,Love it!,Exceeded my expectations. Worth every penny. Highly recommend to everyone.
166,B007VTCCL2,A4992XYZ,baking_betty,4,8,3,1318118400,Average,Decent product but nothing special. It arrived on time. Expected a bit more.
167,B006WZJ2TK,A5035XYZ,snacklover99,12,15,1,1318204800,Waste of money,Absolutely awful. Tasted stale. Nothing like the description.
168,B0026KXU2Q,A5065XYZ,pantrypal,2,2,2,1318291200,Expected more,Poor quality for the price. Took too long to ship. Expected much better.
169,B000LQOCH0,A5075XYZ,foodcritic_jay,13,16,5,1318377600,Highly recommend,Exceeded my expectations. The flavor is incredible. Highly recommend to everyone.
170,B003B3OOPA,A5114XYZ,organicmom,13,13,4,1318464000,Good buy,Really good product. Good but not perfect. Only minor complaint is the packaging.
171,B0019CW0HE,A5133XYZ,tastyreviewer,7,10,5,1318550400,Love it!,Exceeded my expectations. Worth every penny. Highly recommend to everyone.
172,B001E4KFG0,A5172XYZ,pantrypal,9,11,1,1318636800,Do not buy,Do not buy! Packaging was destroyed. Arrived damaged and tasted awful.
173,B001E4KFG0,A5180XYZ,amazon_shopper,17,22,4,1318723200,Almost perfect,Great taste and quality. Packaging could be improved. Would buy again.
174,B001GVISJM,A5195XYZ,teatime_tina,13,13,4,1318809600,Pretty good,Good value for money. The flavor is quite good. Will probably reorder.
175,B001FA1NOU,A5225XYZ,baking_betty,12,17,1,1318896000,Very disappointed,Disgusting quality. Total rip-off. Returned immediately.
176,B006WZJ2TK,A5266XYZ,crunchmaster,19,22,3,1318982400,Average,Average quality. Flavor is average. There are better options out there.
177,B001FA1NOU,A5311XYZ,amazon_shopper,18,21,4,1319068800,Almost perfect,Great taste and quality. The flavor is quite good. Would buy again.
178,B00813GRG4,A5345XYZ,pantrypal,5,5,4,1319155200,Good buy,Great taste and quality. Freshness was good. Would buy again.
179,B0019CW0HE,A5378XYZ,kitchenqueen,20,21,2,1319241600,Below average,Not impressed. Arrived slightly damaged. Packaging was damaged on arrival.
180,B00813GRG4,A5394XYZ,organicmom,20,20,2,1319328000,Not great,Poor quality for the price. Arrived slightly damaged. Expected much better.
181,B007VTCCL2,A5406XYZ,nutritionnerve,18,23,5,1319414400,Highly recommend,Amazing quality for the price. Worth every penny. Super fast delivery too.
182,B00CFM0P7W,A5447XYZ,baking_betty,15,18,3,1319500800,It's okay,"Not bad, not great. Packaging was plain. Met basic expectations."
183,B00171APVA,A5488XYZ,foodnerd,2,4,5,1319587200,Amazing product,Exceeded my expectations. The flavor is incredible. Highly recommend to everyone.
184,B003B3OOPA,A5518XYZ,teatime_tina,19,23,1,1319673600,Terrible,Terrible product. Took weeks to arrive. Complete waste of money.
185,B006WZJ2TK,A5551XYZ,snackattack42,20,21,4,1319760000,Solid choice,Good value for money. The flavor is quite good. Will probably reorder.
186,B00CFM0P7W,A5572XYZ,petparentmike,10,15,4,1319846400,Pretty good,Good value for money. The flavor is quite good. Will probably reorder.
187,B001GVISJM,A5578XYZ,foodcritic_jay,16,20,5,1319932800,Highly recommend,Perfect! Great for the whole family. My whole family loves it. Won't buy anything else.
188,B000LQOCH0,A5618XYZ,pantrypal,19,19,4,1320019200,Good buy,Good value for money. Ships quickly. Will probably reorder.
189,B0019CW0HE,A5659XYZ,baking_betty,9,11,4,1320105600,Almost perfect,Solid product overall. The flavor is quite good. Just a bit pricey.
190,B002GTTXGE,A5706XYZ,wholesome_will,18,23,5,1320192000,Love it!,Exceeded my expectations. Great for the whole family. Highly recommend to everyone.
191,B001FA1NOU,A5716XYZ,crunchmaster,9,13,4,1320278400,Pretty good,Solid product overall. Packaging could be improved. Just a bit pricey.
192,B0019CW0HE,A5741XYZ,petparentmike,16,18,5,1320364800,Highly recommend,Absolutely love this product! Worth every penny. Will definitely buy again.
193,B0026KXU2Q,A5743XYZ,organicmom,7,8,3,1320451200,Average,"Not bad, not great. It arrived on time. Met basic expectations."
194,B00813GRG4,A5753XYZ,gourmet_granny,1,6,3,1320537600,So-so,Middle of the road. Okay for the price. Works fine but nothing exciting.
195,B001FA1NOU,A5775XYZ,petparentmike,5,6,5,1320624000,Excellent!,Perfect! Worth every penny. My whole family loves it. Won't buy anything else.
196,B007VTCCL2,A5820XYZ,coffeejunkie,11,16,5,1320710400,Highly recommend,Absolutely love this product! Ships fast and well-packaged. Will definitely buy again.
197,B006K2ZZ7K,A5867XYZ,wholesome_will,17,18,5,1320796800,Excellent!,Perfect! Perfectly fresh. My whole family loves it. Won't buy anything else.
198,B007VTCCL2,A5887XYZ,organicmom,14,16,5,1320883200,Highly recommend,Amazing quality for the price. Perfectly fresh. Super fast delivery too.
199,B006WZJ2TK,A5937XYZ,amazon_shopper,4,6,4,1320969600,Solid choice,Great taste and quality. Packaging could be improved. Would buy again.
